25.2066,55.2635
25.0369,55.2221
0,0
25.0996,55.1796
25.0515,55.2702
25.2452,55.3599
25.2452,55.3599
0,0
0,0
0,0
0,0
25.1855,55.2581
25.2452,55.3599
0,0
0,0
25.2321,55.2773
0,0
0,0
0,0
0,0
0,0
25.0718,55.1371
25.1181,55.2006
25.1923,55.2728
25.2508,55.288
25.2177,55.2831
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
25.135,55.1854
0,0
0,0
0,0
25.0744,55.1295
0,0
25.1181,55.2006
25.2452,55.3599
0,0
0,0
25.266,55.358
25.2452,55.3599
25.0134,55.1982
25.282,55.3525
25.0726,55.1363
25.135,55.1854
25.1181,55.2006
25.0216,55.2015
25.0756,55.1305
25.2452,55.3599
0,0
0,0
0,0
0,0
25.2177,55.2829
0,0
25.0898,55.1526
0,0
25.1418,55.1909
25.2704,55.3716
25.1996,55.2435
25.093,55.1492
25.2302,55.3226
25.2484,55.3524
25.1662,55.209
25.2487,55.3475
25.0445,55.1203
24.4916,54.3708
25.0715,55.1351
25.1109,55.1373
0,0
25.1159,55.1972
25.0864,55.1406
0,0
0,0
0,0
0,0
0,0
25.1254,55.3813
25.1098,55.1406
24.4331,54.6511
25.1181,55.2006
25.1986,55.2757
25.2141,55.2832
0,0
0,0
0,0
25.1911,55.2776
0,0
0,0
25.1081,55.1452
25.1986,55.2757
25.1986,55.2757
0,0
0,0
0,0
25.2126,55.2826
25.2484,55.3524
25.145,55.2132
0,0
0,0
0,0
0,0
25.1333,55.1865
0,0
24.4388,54.5736
25.0643,55.1382
0,0
0,0
0,0
0,0
0,0
0,0
0,0
25.2452,55.3599
25.2066,55.2635
25.197,55.2699
25.135,55.1854
25.2417,55.2849
0,0
25.298,55.3723
0,0
0,0
0,0
0,0
25.1447,55.2085
0,0
0,0
0,0
0,0
0,0
25.1418,55.1909
25.2484,55.3524
0,0
0,0
0,0
0,0
0,0
0,0
25.1956,55.2775
0,0
25.1909,55.2775
0,0
0,0
25.1319,55.1845
0,0
25.2334,55.2633
25.1922,55.2676
25.1181,55.2006
0,0
25.092,55.146
0,0
0,0
0,0
0,0
25.0773,55.1475
25.1855,55.2581
25.0997,55.1793
25.2141,55.2832
0,0
25.0898,55.1526
0,0
0,0
25.093,55.1492
0,0
0,0
0,0
0,0
0,0
25.1434,55.2234
0,0
0,0
