9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,2,3,9,9,9,9,9
9,9,9,9,9,9,9,9,2,1,3,3,9,9,9,9
9,9,9,9,9,9,9,5,-1,1,3,3,3,9,9,9
9,9,9,9,9,9,2,3,3,3,9,5,4,2,2,9
9,9,9,9,9,9,2,1,-1,5,9,9,3,2,9,9
9,9,9,9,9,9,9,-1,3,1,9,9,9,9,9,9
9,9,9,5,9,9,9,9,3,-1,3,9,9,9,9,9
9,9,9,5,5,9,9,9,9,2,3,3,9,9,9,9
9,9,9,4,3,2,3,9,9,3,3,9,9,9,9,9
9,9,9,0,0,2,5,-1,-1,9,9,9,9,9,9,9
9,9,9,9,1,3,3,3,-1,5,9,9,9,9,9,9
9,9,9,9,5,3,3,1,4,5,3,2,9,9,9,9
9,9,9,9,9,9,9,9,4,9,9,9,9,9,9,9
