9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,2,3,9,9,9,9,9
9,9,9,9,9,9,9,9,-1,-1,3,3,9,9,9,9
9,9,9,9,9,9,9,-1,-1,1,3,3,3,9,9,9
9,9,9,9,9,9,-1,3,3,3,9,-1,-1,2,2,9
9,9,9,9,9,9,-1,1,-1,-1,9,9,3,2,9,9
9,9,9,9,9,9,9,-1,3,1,9,9,9,9,9,9
9,9,9,-1,9,9,9,9,3,-1,3,9,9,9,9,9
9,9,9,-1,-1,9,9,9,9,-1,3,3,9,9,9,9
9,9,9,-1,3,-1,3,9,9,3,3,9,9,9,9,9
9,9,9,0,0,-1,5,-1,-1,9,9,9,9,9,9,9
9,9,9,9,-1,3,3,3,-1,-1,9,9,9,9,9,9
9,9,9,9,5,3,3,1,-1,-1,3,-1,9,9,9,9
9,9,9,9,9,9,9,9,-1,9,9,9,9,9,9,9
